case_code,market_name,addr,business_week,context,ValidDate,Latitude,Lontitude,type,badge_code,business_hours,business_hurs_end,last_edited_date
2023082900001,福緣麵店.福緣茶行,高雄市大寮區崇賢路61號,星期一，星期二，星期三，星期四，星期五，星期六,本店是由女性經營，自民國49年至今， 以真材食料為主旨服務至今，主要賣的是麵食，後來慢慢研發至飯食，所以到現在己經完全己具備麵飯、湯及一些單點，所有食材能夠自己製造就自己製造，也對食品把關做到最嚴謹。,2026/10/20 00:00:00,22.592818,120.400561,餐飲,D005708,10:30,19:30,2024/03/18 09:30:02
2023082800001,瓦咖喱家,高雄市大寮區鳳林三路258號1樓,星期一，星期二，星期三，星期五，星期六，星期日,日式丼飯 香料咖哩 美味蔬食瓦咖喱家 Rendezvous 瓦 カレー屋佇大寮，有我佮你           https://www.facebook.com/WowCurryWeCarry/ ,2026/11/24 00:00:00,22.600548,120.398975,餐飲,A001188,11:00,20:00,2023/12/08 11:42:31
2023060600001,初原麵場_新莊福樂店,新北市新莊區福樂街13號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街祖師廟前的屋台拉麵,2026/07/12 00:00:00,25.044961,121.457806,餐飲,A001185,11:00,21:00,2023/12/08 11:42:28
2023052600001,炒房の炒飯,臺中市北區篤行路234號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,炒飯、鍋燒麵專賣店。平凡的炒飯 不平凡的味；有著房子外觀的炒台，內用環境乾淨舒適；希望來店消費的客人都有著回家吃飯的感覺~,2026/07/12 00:00:00,24.152472,120.6737,餐飲,D005703,10:00,21:00,2023/12/08 11:42:27
2023050900001,勝博殿台中三井Lalaport店,臺中市東區進德路600號5樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2026/06/10 00:00:00,24.135232,120.692742,餐飲,D005702,11:00,22:00,2023/12/08 11:42:25
2023050200001,新莊幸福店,新北市新莊區幸福路708號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,30年來如一日堅持手工現烤。所有豬肉乾採用新鮮豬後腿肉，以釀造 180天的家傳 古早味醬油醃製而成，真空按摩後高溫烘烤，厚度、熟度、 色澤須同時兼顧，火候拿捏成了獨門技術。快車的招牌商品可謂厚薄雙絕。最暢銷的杏仁薄脆肉紙，平均每片要花1.5小時方能製作完成，厚度僅0.01公分，薄可透光，爽脆香酥。為了防止碎裂，包裝時需要人工費神一片一片夾入。還有1公分招牌特厚豬肉乾，為了確保新鮮度每天限量。,2026/05/10 00:00:00,25.049252,121.449786,販售,C003289,11:00,21:00,2023/12/08 11:42:24
2023050100001,老師的古早味,花蓮縣吉安鄉自強路588號1樓,星期二，星期三，星期四，星期五，星期六，星期日,,2026/06/10 00:00:00,23.987704,121.592877,餐飲,D005701,11:30,19:30,2023/12/08 11:42:23
2023042900001,尚鮮企業社,南投縣草屯鎮碧興路二段1555號,星期一，星期二，星期三，星期四，星期五,客制化肉品加工配送,2026/07/12 00:00:00,24.008804,120.642322,餐飲,B003300,08:00,18:00,2023/12/08 11:42:21
2023032100001,初原麵場-新竹湖口店,新竹縣湖口鄉溪南二街21號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街祖師廟前的屋台拉麵,2026/05/10 00:00:00,24.8976,121.04395,餐飲,A001183,11:00,20:30,2023/12/08 11:42:19
2022120600001,初原麵場_中壢莊敬店,桃園市中壢區普騰街26巷25號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街祖師廟前的屋台拉麵,2025/12/14 00:00:00,24.964398,121.255509,餐飲,A001181,11:00,21:00,2023/12/08 11:42:17
2022110200003,菘玲肉商,桃園市觀音區新坡里中山路二段593號,星期二，星期三，星期四，星期五，星期六，星期日,本店使用台灣豬肉,2025/12/14 00:00:00,25.013634,121.134864,販售,C003285,05:00,11:30,2023/12/08 11:42:14
2022110200002,活菌豬(中華門市),臺北市萬華區中華路2段498巷21號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,國產豬肉活菌豬專賣店,2025/12/14 00:00:00,25.026165,121.506888,販售,D005697,07:30,19:30,2023/12/08 11:42:14
2022102600001,快車肉乾(北車微風),臺北市中山區北平西路3號1樓G10號櫃,星期一，星期二，星期三，星期四，星期五，星期六，星期日,火車快飛、火車快飛，越過高山、飛過小溪，不知走了幾百里，快到家裡、快到家裡，男孩見了真歡喜...隆隆前進，窗外景色不斷變換，縱貫線上的南北來回，載著一對自嘉義北上打拼的年輕夫妻，他們擠身南門市場擺攤賣肉乾，每個月都得搭上特快車回 去探望寄放娘家的孩子。那是30年前的往事了，住在外婆家的小男孩，總是盼 著爸媽返家。年紀稍長，終於被接回了台北爸媽身跟妹妹在市場裡面學做 生意叫賣，他們的就叫快車肉乾,2025/12/14 00:00:00,25.047174,121.517052,販售,C003284,10:00,22:00,2023/12/19 03:05:43
2022101900001,活菌豬(東園門市),臺北市萬華區東園街198號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,國產豬肉活菌豬專賣店,2025/10/20 00:00:00,25.021635,121.498374,販售,D005694,07:30,19:30,2023/12/08 11:42:12
2022101800001,松包子(新竹),新竹市新竹市東區三民里民族路171-2號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店銷售包子饅頭及港式點心類,2025/12/14 00:00:00,24.8093,120.97923,販售,D005696,12:00,21:00,2023/12/08 11:42:12
2022090600003,摩斯漢堡-西螺南服務區店,雲林縣西螺鎮振興里2號(國道1號西螺服務區南下商場櫃位),星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/10/20 00:00:00,23.79217,120.47545,販售,C003283,09:00,21:00,2023/12/08 11:42:09
2022090600002,摩斯漢堡-西螺北服務區店,雲林縣西螺鎮振興里2號(國道1號西螺服務區北上商場櫃位),星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/10/20 00:00:00,23.79217,120.47545,販售,C003282,09:00,21:00,2023/12/08 11:42:06
2022082900001,勝博殿屏東環球店,屏東縣屏東市仁愛路90號5樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/10/20 00:00:00,22.673442,120.493303,餐飲,D005693,11:00,22:00,2023/12/08 11:42:03
2022081800001,東晉食品,新北市林口區麗園一街29號,星期二，星期三，星期四，星期五，星期六，星期日,肉乾、肉鬆、伴手禮、休閒零嘴販售,2025/08/20 00:00:00,25.069032,121.377503,販售,C003280,10:30,20:00,2023/12/08 11:42:01
2022080500001,松包子(鳯山店),高雄市鳳山區文衡里文衡路375號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店銷售包子饅頭及港式點心,2025/08/20 00:00:00,22.640568,120.35151,販售,D005691,12:00,21:00,2023/12/08 11:41:57
2022080400001,純白果果,新北市新莊區復興路一段5號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,創意鮮果飲品、輕食、下午茶、簡餐、商業午餐,2025/10/20 00:00:00,25.041557,121.445591,餐飲,A001179,11:00,21:00,2023/12/08 11:41:56
2022080300001,初原麵場_樹林保安店,新北市樹林區保安街一段102號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街祖師廟前的屋台拉麵,2025/08/20 00:00:00,24.994829,121.424008,餐飲,A001176,11:30,21:30,2023/12/08 11:41:54
2022072700008,摩斯漢堡-竹北華興店,新竹縣竹北市中正西路21號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢堡為特色，深耕在地，邁入第31個年頭。摩斯漢堡極度重視食品安全，以高規格、高品質致力於提升顧客服務與維護顧客飲食健康。,2025/08/20 00:00:00,24.839854,121.002305,餐飲,C003277,06:30,22:00,2023/12/08 11:41:53
2022072700004,摩斯漢堡-台大公館店,臺北市中正區羅斯福路三段306號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢堡為特色，深耕在地，邁入第31個年頭。摩斯漢堡極度重視食品安全，以高規格、高品質致力於提升顧客服務與維護顧客飲食健康。,2025/08/20 00:00:00,25.016297,121.532564,餐飲,C003273,07:00,23:00,2023/12/08 11:41:48
2022071300002,享幸福貿易有限公司-101,臺北市信義區市府路45號B1超市,星期一，星期二，星期三，星期四，星期五，星期六，星期日,我們是一家與宜蘭大學育成中心產學合作的公司，研發南方澳熟食ㄨ魚子，把多餘的烏魚子研發成烏魚子香腸，用宜蘭在地黑毛豬製成古早味手工香腸,2025/08/20 00:00:00,25.033675,121.563818,販售,A001174,11:00,21:30,2023/12/08 11:41:44
2022071200001,初原麵場_竹南大埔店,苗栗縣竹南鎮大埔五街290號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街祖師廟前的屋台拉麵,2025/08/20 00:00:00,24.70828,120.89937,餐飲,A001172,11:00,20:00,2023/12/08 11:41:43
2022062300001,勝博殿岡山秀泰店,高雄市岡山區捷安路1巷2號3樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/08/20 00:00:00,22.779611,120.300018,餐飲,D005690,11:00,21:00,2023/12/08 11:41:39
2022061200001,一順肉鬆店,彰化縣社頭鄉社頭村員集路2段234號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,彰化社頭在地四十五年老店傳承傳統手藝 安全 衛生 美味 安心 是我們的宗旨與責任使用台灣在地國產豬肉我們的用心 換取客戶的信任與信心是我們最大的成就堅持基本原則 ，自己敢食用的食物，才是能給客人安心的保證,2025/08/20 00:00:00,23.898938,120.587779,販售,C003272,07:30,21:00,2023/12/08 11:41:38
2022050900001,松包子(高雄左營),高雄市左營區文慈路267號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,銷售包子饅頭、豆漿、水餃等,2025/05/18 00:00:00,22.683759,120.318496,販售,D005688,12:00,21:00,2023/12/08 11:41:36
2022050500001,檀島台南南紡店,臺南市東區中華東路一段366號 南紡購物中心A1館 B1F,星期一，星期二，星期三，星期四，星期五，星期六，星期日,【近80年傳承 香港茶餐廳的始祖】192層的酥皮蛋撻、港式菠蘿油以及檀島咖啡等，更是不可錯過的美味。在店頭設計的部分，更是因應消費者特性，特地打造了許多網紅網美最喜愛的拍照特色，包括大型彩色的手繪牆，以及檀島咖啡與極品蛋撻的故事性設計，再再都呈現檀島的特殊港式風格。,2025/06/07 00:00:00,22.990724,120.233563,餐飲,D005689,11:00,22:00,2023/12/08 11:41:35
2022042000005,快車肉乾-土城學府門市,新北市土城區學府路一段202號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,輕肉食‧記憶味道──快車肉乾夢想伴隨火車快飛，昔日縱貫線上南北來回。南門市場飄香30多年的熟悉滋味，源自雲林故鄉的好手藝與人情味。堅持每日手工現烤，老味道、新風貌，家傳古早味醬油是調味法寶。厚度、熟度、色澤同時兼顧，火候拿捏乃獨門技術。0.01cm肉紙薄脆香酥，1cm肉乾豐厚扎實。,2025/05/18 00:00:00,24.985718,121.45271,販售,C003271,11:00,21:00,2023/12/08 11:41:33
2022042000001,bb.q 南紡購物店,臺南市東區中華東路一段366號5樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,bb.q CHICKEN於1995年成立首家韓式炸雞餐廳，為韓國店數最多的炸雞連鎖店。2003年開始海外拓點，目前遍及25個國家，全球總店數超過2500店。，，首間台灣旗艦店於2019年11月25日開幕，有超過50種餐點，包括原汁原味的人氣韓式炸雞口味、餐酒特調飲料、道地人氣韓食及韓式洋食特色西式料理，讓消費者不用飛韓國，就可以吃到道地的韓食風味料理與餐酒文化，，,2025/04/28 00:00:00,22.990724,120.233563,餐飲,A001168,11:00,22:00,2023/12/08 11:41:31
2022040600007,大戶屋新莊佳瑪店,新北市新莊區幸福路736號B1,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/04/28 00:00:00,25.049243,121.44862,餐飲,A001166,11:00,22:00,2023/12/08 11:41:29
2022040600006,大戶屋竹北大遠百店,新竹縣竹北市莊敬北路18號B2,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/04/28 00:00:00,24.822574,121.02322,餐飲,A001165,11:00,22:00,2023/12/08 11:41:28
2022040600005,大戶屋板橋遠百中山店,新北市板橋區中山路一段152號12樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/04/28 00:00:00,25.01115,121.464285,餐飲,A001164,11:00,22:00,2023/12/08 11:41:28
2022040600004,大戶屋新竹巨城店,新竹市中央路239號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/04/28 00:00:00,24.809433,120.975824,餐飲,A001163,11:00,22:00,2023/12/08 11:41:28
2022040600002,京都勝牛-板橋環球,新北市板橋區縣民大道二段7號2F,星期一，星期二，星期三，星期四，星期五，星期六，星期日,《京都勝牛》以190度的高溫快炸60秒將麵衣炸至酥脆金黃，內裡維持著3分的鮮嫩熟度；並搭配上7種不同的調料創造出獨特個人化吃法，其中以「元祖炸牛排」沾裹溫泉蛋的濃郁滋味更成為日本銷售人氣TOP 1！京都勝牛透過獨到的炸牛排技術與歷久不衰的招牌口味短短3年內，於日本及韓國快速拓展至60餘間門市，成為亞洲最具影響力的「日本炸牛排」品牌。,2025/05/18 00:00:00,25.014542,121.465667,餐飲,B003284,11:00,22:00,2023/12/08 11:41:26
2022040600001,京都勝牛-台南三井,臺南市歸仁區歸仁大道101號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,《京都勝牛》以190度的高溫快炸60秒將麵衣炸至酥脆金黃，內裡維持著3分的鮮嫩熟度；並搭配上7種不同的調料創造出獨特個人化吃法，其中以「元祖炸牛排」沾裹溫泉蛋的濃郁滋味更成為日本銷售人氣TOP 1！京都勝牛透過獨到的炸牛排技術與歷久不衰的招牌口味短短3年內，於日本及韓國快速拓展至60餘間門市，成為亞洲最具影響力的「日本炸牛排」品牌。,2025/05/18 00:00:00,22.925628,120.28812,餐飲,B003283,11:00,21:30,2023/12/08 11:41:23
2022031500001,台中市肉品市場直銷中心,臺中市北區建成里興進路1號,星期二，星期三，星期四，星期五，星期六,國產豬肉販售,2025/03/26 00:00:00,24.155603,120.699241,販售,D005685,10:00,19:00,2023/12/08 11:41:21
2022031000001,魔法咖哩桃園春日店,桃園市桃園區春日路618號2樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,營業時間：平日-11:00-15:00（最後點餐14：30/ 17:00-22:00 (最後點餐21：00) ，假日及國定例假日-11:00-22:00 (最後點餐21：00) 魔法般的咖哩醬汁，是精選高級洋蔥，採用法式傳統手法，慢火精燉36小時提煉自然美味高湯，加入二十餘種天然辛香料黃金比例的魔法咖哩，融合印度特有的MASALA辛香料，加入芒果熬煮，而獨創一格的新歐風咖哩，入口回甘，馥郁馨香!,2025/03/26 00:00:00,25.008737,121.311392,餐飲,A001161,11:00,22:00,2023/12/08 11:41:19
2022021700001,大福利排骨大王,臺北市信義區吳興街269巷7號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,[焦桐的台灣味道之七]、台大學生的最愛之一，輕薄的麵衣，炸出香酥外表保留肉汁，鹹、甜相互修飾，公館、台大的懷舊美味,2025/03/12 00:00:00,25.027306,121.564574,餐飲,C003269,11:00,20:30,2023/12/08 11:41:16
2022012100001,勝博殿遠百竹北店,新竹縣竹北市莊敬北路18號7樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,,2025/03/12 00:00:00,24.822574,121.02322,餐飲,D005683,11:00,21:00,2023/12/08 11:41:16
2022011300001,郁冠一品堂,高雄市路竹區中正路71號,星期二，星期三，星期四，星期五，星期六，星期日,每天現殺台灣温體豬，所有副產品臘肉香腸鹹豬肉自己製作。,2025/03/12 00:00:00,22.856222,120.262164,販售,D005681,06:00,12:00,2023/12/08 11:41:15
2022011000001,平興商號,花蓮縣花蓮市復興街31-1號(花蓮市公有零售復興市場75號攤位),星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/03/12 00:00:00,23.97979,121.60815,販售,B003280,04:00,11:20,2023/12/08 11:41:11
2022010700003,松包子,臺中市南屯區大墩路505號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本公司銷售包子饅頭，豆漿等,2025/03/12 00:00:00,24.147943,120.649761,販售,D005680,12:00,21:00,2023/12/08 11:41:11
2022010700002,珍軒謝家豬腳,高雄市楠梓區德明路德明黃昏市場一街63號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店販售單一商品豬腳，全部使用本土台灣豬,2025/03/12 00:00:00,22.71961,120.288493,販售,C003270,15:00,19:00,2023/12/19 02:59:22
2021123000004,摩斯漢堡-西門成都店,臺北市萬華區成都路60號1~3樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,秉持綠色三合一蔬菜，好吃又好玩的店,2025/01/13 00:00:00,25.04276,121.505549,販售,B003266,06:00,23:00,2023/12/08 11:41:03
2021123000003,摩斯漢堡-十全自由店,高雄市三民區自由一路80號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,秉持綠色三合一好吃又好玩的店,2025/01/13 00:00:00,22.644473,120.308819,餐飲,B003265,06:00,23:00,2023/12/08 11:41:03
2021122800005, 忠憑商號,花蓮縣花蓮市重慶路476號,星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,23.972147,121.608597,販售,D005678,05:00,12:00,2023/12/08 11:41:02
2021122800004, 墩平號,花蓮縣花蓮市復興街31-1號(花蓮市綜合市場),星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,23.97979,121.60815,販售,D005677,04:00,12:00,2023/12/08 11:41:02
2021122800003,寧愷峻商號,花蓮縣花蓮市主計里公有零售重慶市場139號攤位,星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,23.96936,121.61077,販售,D005676,05:00,13:00,2023/12/08 11:40:59
2021122800002,專發商號,花蓮縣花蓮市復興街31-1號,星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,23.97979,121.60815,販售,D005675,05:00,12:00,2023/12/08 11:40:59
2021121500001,富登事業有限公司,桃園市蘆竹區文中路一段107號 (桃農批發市場裡面，到底左轉),星期一，星期二，星期三，星期四，星期五,本公司使用優質的國產豬肉，經營電商宅配。,2025/01/13 00:00:00,24.991225,121.267813,販售,D005674,09:00,17:30,2023/12/08 11:40:54
2021120600001,摩斯漢堡-長春松江店,臺北市中山區長春路149-1號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,蔬果三合一，好玩又好吃,2025/03/12 00:00:00,25.05496,121.532509,餐飲,B003272,06:00,22:00,2023/12/08 11:40:53
2021112500002,北港鴨肉羹,新北市蘆洲區得勝街78號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,手工滷肉飯使用,2025/01/13 00:00:00,25.083487,121.47234,餐飲,B003270,15:30,22:30,2023/12/08 11:40:51
2021112400001,1+1大腸包小腸,臺中市龍井區新興路1巷1-1號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,24.181369,120.592699,販售,D005672,10:00,22:00,2023/12/08 11:40:50
2021112200003,能量小姐-新北比漾店,新北市永和區永貞路379號,星期一，星期二，星期三，星期四，星期五,我們敢說健康，因為食材堅持保留最初的美味，一絲不苟的流程掌握了速度，我們是Miss Energy 能量小姐。,2025/03/12 00:00:00,25.008482,121.508137,餐飲,A001160,10:30,19:30,2023/12/08 11:40:49
2021112200002,能量小姐-台北襄陽店,臺北市中正區襄陽路35號,星期一，星期二，星期三，星期四，星期五,我們敢說健康，因為食材堅持保留最初的美味，一絲不苟的流程掌握了速度，我們是Miss Energy 能量小姐。,2025/03/12 00:00:00,25.043533,121.513647,餐飲,A001158,10:30,19:30,2023/12/08 11:40:47
2021112200001,能量小姐-新北中和店,新北市中和區連城路359號,星期一，星期二，星期三，星期四，星期五,我們敢說健康，因為食材堅持保留最初的美味，一絲不苟的流程掌握了速度，我們是Miss Energy 能量小姐。,2025/03/12 00:00:00,24.996063,121.487641,餐飲,A001159,10:30,19:30,2023/12/08 11:40:46
2021111900001,溪仔邊烤肉飯,臺北市信義區松山路441號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,主要販售烤肉盒餐,2025/01/13 00:00:00,25.040132,121.578,餐飲,D005671,10:30,20:30,2023/12/08 11:40:46
2021110400006,快車肉乾-板橋文化店,新北市板橋區文化路一段353號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,快車肉乾-板橋文化門市地址：新北市板橋區文化路一段353號《捷運新埔站1號出口》電話：02-2250-1088營業時間：週一至週日 11:00am-21:00pm (無休假日),2025/01/13 00:00:00,25.021053,121.466585,販售,C003268,11:00,21:00,2023/12/08 11:40:43
2021110200002,初原麵場_八德長興店,桃園市八德區長興路72號,星期二，星期三，星期四，星期五，星期六，星期日,源自三峽老街最靠近星空的屋台拉麵-營業時間12:00~14:30 17:30~21:00,2025/01/13 00:00:00,24.930777,121.282765,餐飲,A001156,12:00,20:30,2023/12/08 11:40:42
2021110200001,吉福雞鋪松仁店,臺北市信義區松仁路222號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,25.026396,121.568424,販售,B003261,09:00,20:00,2023/12/08 11:40:42
2021103000001,百年川滷,花蓮縣吉安鄉花蓮縣花蓮市博愛街305號,星期二，星期三，星期四，星期五，星期六，星期日,本店使用國產豬肉,2025/01/13 00:00:00,23.98148,121.60241,餐飲,A001155,13:30,21:30,2023/12/08 11:40:40
2021102600001,馥御牛肉干專賣,臺北市大安區忠孝東路三段192號1樓,星期一，星期二，星期三，星期四，星期五，星期六,馥昱豐食品公司之馥御牛肉干專賣店，專業製造及銷售20種以上不同風味之極品肉干，我們擁有最專業的製造技術、50年以上豐富的製造經驗及先進的生產設備與嚴格的品管。,2025/01/13 00:00:00,25.041453,121.539184,販售,D005670,10:00,21:00,2023/12/08 11:40:40
2021102200002,摩斯漢堡-古亭店,臺北市大安區和平東路一段15-1號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2025/01/13 00:00:00,25.027251,121.522708,餐飲,B003260,06:00,23:00,2023/12/08 11:40:37
2024051700001,爛漫麻婆豆腐,臺中市西區美村路一段149巷5號,星期四，星期五，星期六，星期日,日式中華料理?️麻婆豆腐?擔擔麵專賣店-?外帶直接來！-▫️週四五六日12:00-21:00。▫️全自助點餐、辣度自由選。-?爛漫小料理 @loved_koryouri -台中市西區美村路一段149巷5號。,2027/05/23 00:00:00,24.151578,120.66212,餐飲,A001193,12:00,21:00,2024/05/30 08:30:03
2020113000307,摩斯漢堡-北新店,新北市新店區北新路2段258號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,24.978207,121.542928,餐飲,B003392,06:00,23:00,2024/05/28 09:30:27
2020113000306,摩斯漢堡-仁愛店,臺北市大安區仁愛路4段37之11號1、2樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.038198,121.546387,餐飲,B003391,06:00,00:00,2024/05/28 09:30:27
2020113000292,摩斯漢堡-中北二店,臺北市中山區中山北路二段76號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.057107,121.522603,餐飲,B003387,06:00,23:00,2024/05/28 09:30:26
2020113000286,摩斯漢堡-景興店,臺北市文山區景興路191號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,24.992286,121.54422,餐飲,B003385,06:00,01:00,2024/05/28 09:30:26
2020113000302,摩斯漢堡-北投店,臺北市北投區中央北路1段42-1號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.134118,121.50071,餐飲,B003390,00:00,00:00,2024/05/28 09:30:27
2020113000298,摩斯漢堡-南港店,臺北市南港區三重路19之8號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.057544,121.613659,餐飲,B003388,00:00,00:00,2024/05/28 09:30:26
2020113000300,摩斯漢堡-光復店,臺北市大安區光復南路552號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.034587,121.557338,餐飲,B003389,06:00,00:00,2024/05/28 09:30:27
2020113000262,摩斯漢堡-高雄右昌店,高雄市楠梓區國昌里右昌街612號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,22.718615,120.284859,餐飲,B003381,06:00,23:00,2024/05/28 09:30:25
2020113000283,摩斯漢堡-竹圍店,新北市淡水區民族路1號,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.137235,121.460318,餐飲,B003384,06:00,00:00,2024/05/28 09:30:25
2020113000289,摩斯漢堡-台大醫院店,臺北市中正區中山南路7號B1,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.040776,121.518558,餐飲,B003386,06:00,23:00,2024/05/28 09:30:26
2020113000272,摩斯漢堡-南港昆陽店,臺北市南港區忠孝東路6段444號1樓,星期一，星期二，星期三，星期四，星期五，星期六，星期日,安心食品為台灣第一家引進的日式速食業者（MOS），以提供好吃的摩斯米漢 堡為特色，深耕在地，邁入第29個年頭。摩斯漢堡極度重視食品安全，以高規格、 高品質致力於提升顧客服務與維護顧客飲食健康。,2026/12/02 00:00:00,25.050197,121.593922,餐飲,B003383,06:00,00:00,2024/05/28 09:30:25
